Project Number,Country,Financing,Project Type or Modality,Approval Date,ADB Financing (US$),Geographical Location,Sector
51322-001,Regional,Sovereign,Technical Assistance,01/12/2017,"2,500,000.00",Bangladesh - Nation-wide; Bhutan - Nation-wide; Nepal - Nation-wide; Sri Lanka - Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services"
51330-001,Maldives,Sovereign,Grant | Loan | Technical Assistance,30/05/2019,"10,500,000.00",Nation-wide,Industry and trade
51335-002,Vanuatu,Sovereign,Grant,26/11/2019,"3,000,000.00",Luganville,Water and other urban infrastructure and services
51337-001,India,Sovereign,Loan,08/04/2021,"484,000,000.00",Tamil Nadu,Transport
51347-001,Regional,Sovereign,Technical Assistance,05/10/2018,"1,610,000.00",Bangladesh - Nation-wide; Mongolia - Nation-wide; Pakistan - Nation-wide; Philippines - Nation-wide; Viet Nam - Nation-wide,Water and other urban infrastructure and services
51348-001,Uzbekistan,Sovereign,Loan | Technical Assistance,28/11/2019,"350,800,000.00",Nation-wide,Finance
51350-001,Uzbekistan,Sovereign,Loan | Technical Assistance,26/06/2018,"303,075,000.00",Nation-wide,Public sector management
51350-004,Uzbekistan,Sovereign,Loan | Technical Assistance,09/02/2023,"150,400,000.00",Nation-wide,Public sector management
51354-001,Indonesia,Sovereign,Technical Assistance,06/08/2018,0,"Nation-wide, Jakarta, Yogyakarta",Health
51359-001,Pakistan,Sovereign,Loan,06/12/2019,"8,320,000.00",Punjab,"Agriculture, natural resources and rural development"
51360-002,Turkmenistan,Sovereign,Technical Assistance,11/05/2018,"975,000.00","Ashgabat, Mary, Turkmenabat, Turkmenbasy",Transport
51366-001,"China, People's Republic of",Sovereign,Loan,16/08/2019,"199,460,000.00",Guizhou,Transport
51367-001,Regional,Sovereign,Technical Assistance,01/05/2018,"1,950,000.00",Indonesia - Nation-wide; Mongolia - Nation-wide,Finance
51375-001,India,Sovereign,Loan,04/11/2019,"490,000,000.00",Madhya Pradesh,Transport
51384-001,"China, People's Republic of",Sovereign,Loan,12/11/2021,"100,000,000.00",Hezhou Shi,"Agriculture, natural resources and rural development | Education | Health | Public sector management"
51394-003,Uzbekistan,Sovereign,Technical Assistance,21/09/2022,"650,000.00",Nation-wide,Public sector management
51395-002,India,Sovereign,Loan,01/12/2020,"430,000,000.00",Uttar Pradesh,Energy
51395-003,India,Sovereign,Loan | Technical Assistance,04/12/2020,"300,500,000.00",Uttar Pradesh,Energy
51396-001,Timor-Leste,Sovereign,Grant,28/05/2020,0,"Aileu, Ainaro, Bobonaro, Ermera, Liquica, Manufahi","Agriculture, natural resources and rural development"
51401-002,"China, People's Republic of",Sovereign,Loan,08/12/2020,"200,000,000.00",Xi'an,Finance | Information and communication technology | Transport
51410-001,Mongolia,Sovereign,Loan,18/06/2020,"30,000,000.00",Zamiin Uud,Industry and trade | Information and communication technology | Transport
51411-001,Mongolia,Sovereign,Technical Assistance,26/11/2018,"725,000.00",Nation-wide,Finance
51413-001,Mongolia,Sovereign,Technical Assistance,21/11/2019,"500,000.00",Nation-wide,Finance
51415-001,Mongolia,Sovereign,Technical Assistance,26/11/2020,"810,000.00",Nation-wide,Finance
51418-001,"China, People's Republic of",Sovereign,Loan | Technical Assistance,13/12/2018,"399,910,000.00",Shandong,Energy
51422-004,Mongolia,Sovereign,Technical Assistance,08/11/2022,0,Nation-wide,Industry and trade
51423-002,Mongolia,Sovereign,Grant | Loan,27/02/2020,"40,000,000.00",Nation-wide,"Agriculture, natural resources and rural development"
51425-002,"China, People's Republic of",Sovereign,Loan,09/09/2022,"197,000,000.00","Nation-wide, Gansu, Qinghai, Shaanxi","Agriculture, natural resources and rural development"
51434-001,"China, People's Republic of",Sovereign,Loan,13/10/2020,"100,000,000.00",Shangrao,Education | Information and communication technology
52002-001,India,Sovereign,Loan,31/05/2019,"350,000,000.00",Chhattisgarh Region,Transport
52004-001,Regional,Sovereign,Technical Assistance,07/12/2018,"8,000,000.00",Regional,"Agriculture, natural resources and rural development | Energy | Finance | Public sector management | Transport | Water and other urban infrastructure and services"
52004-002,Regional,Sovereign,Technical Assistance,01/03/2019,"4,500,000.00",Regional,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services"
52004-004,Regional,Sovereign,Technical Assistance,29/05/2019,"800,000.00",Regional,Finance
52004-005,Regional,Sovereign,Technical Assistance,19/03/2019,"1,700,000.00",Lao People's Democratic Republic - Nation-wide; Papua New Guinea - Nation-wide; Philippines - Nation-wide,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services"
52004-006,Regional,Sovereign,Technical Assistance,27/07/2022,"1,000,000.00",Regional,Public sector management
52006-001,Maldives,Sovereign,Technical Assistance,19/04/2018,"1,550,000.00","Nation-wide, Male",Energy | Information and communication technology | Public sector management
52007-001,"China, People's Republic of",Sovereign,Loan,05/12/2019,"300,000,000.00","Nation-wide, Henan",Energy
52011-001,Regional,Sovereign,Technical Assistance,15/02/2019,"1,600,000.00",Afghanistan - Nation-wide; Azerbaijan - Nation-wide; China - Nation-wide; Georgia - Nation-wide; Kazakhstan - Nation-wide; Kyrgyz Republic - Nation-wide; Mongolia - Nation-wide; Pakistan - Nation-wide; Tajikistan - Nation-wide; Turkmenistan - Nation-wide; Uzbekistan - Nation-wide,Industry and trade
52012-001,Regional,Sovereign,Technical Assistance,19/06/2018,"2,000,000.00","Armenia - Nation-wide; Azerbaijan - Nation-wide; Bangladesh - Nation-wide; Bhutan - Nation-wide; Cambodia - Nation-wide; China - Nation-wide; Cook Islands - Nation-wide; Fiji - Nation-wide; Georgia - Nation-wide; Indonesia - Nation-wide; Kiribati - Nation-wide; Korea, Republic of - Nation-wide; Kyrgyz Republic - Nation-wide; Lao People's Democratic Republic - Nation-wide; Malaysia - Nation-wide; Maldives - Nation-wide; Marshall Islands - Nation-wide; Micronesia, Federated States of - Nation-wide; Mongolia - Nation-wide; Myanmar - Nation-wide; Nauru - Nation-wide; Nepal - Nation-wide; Pakistan - Nation-wide; Palau - Nation-wide; Papua New Guinea - Nation-wide; Philippines - Nation-wide; Samoa - Nation-wide; Singapore - Nation-wide; Solomon Islands - Nation-wide; Sri Lanka - Nation-wide; Tajikistan - Nation-wide; Thailand - Nation-wide; Timor-Leste - Nation-wide; Tonga - Nation-wide; Uzbekistan - Nation-wide; Vanuatu - Nation-wide; Viet Nam - Nation-wide",Education | Finance | Health | Public sector management
52021-001,Mongolia,Sovereign,Technical Assistance,02/12/2019,0,Nation-wide,"Agriculture, natural resources and rural development | Finance"
52023-001,"China, People's Republic of",Sovereign,Loan,26/11/2019,"200,000,000.00",Henan,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
52025-001,"China, People's Republic of",Sovereign,Loan,29/09/2020,"100,000,000.00",Zhaotong,"Agriculture, natural resources and rural development"
52026-001,"China, People's Republic of",Sovereign,Loan,11/12/2019,"100,000,000.00",Huangshan,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
52028-004,India,Sovereign,Loan,30/07/2021,"112,000,000.00",Jharkhand,Water and other urban infrastructure and services
52031-001,Vanuatu,Sovereign,Grant,07/12/2020,"9,640,000.00",Port Vila,Public sector management | Water and other urban infrastructure and services
52037-001,Regional,Sovereign,Technical Assistance,01/10/2018,"2,650,000.00",Regional,Health
52041-001,Regional,Sovereign,Technical Assistance,16/10/2018,"1,000,000.00",Regional,Energy | Information and communication technology | Transport
52041-002,Regional,Sovereign,Technical Assistance,13/12/2018,"700,000.00",Regional,Energy | Information and communication technology | Transport
52041-004,Regional,Sovereign,Technical Assistance,01/04/2020,"300,000.00",Regional,Energy | Water and other urban infrastructure and services
52042-001,Tajikistan,Sovereign,Grant | Loan,05/12/2019,"110,000,000.00","Nurobod, Obigarm",Transport
52045-001,Uzbekistan,Sovereign,Loan | Technical Assistance,24/11/2021,"161,000,000.00",Tashkent,Water and other urban infrastructure and services
52048-001,Regional,Sovereign,Technical Assistance,31/07/2018,"5,000,000.00",Afghanistan - Nation-wide; Azerbaijan - Nation-wide; China - Nation-wide; Georgia - Nation-wide; Kazakhstan - Nation-wide; Kyrgyz Republic - Nation-wide; Mongolia - Nation-wide; Pakistan - Nation-wide; Tajikistan - Nation-wide; Turkmenistan - Nation-wide; Uzbekistan - Nation-wide,"Agriculture, natural resources and rural development | Education | Energy | Finance | Health | Industry and trade | Transport | Water and other urban infrastructure and services"
52049-002,Pakistan,Sovereign,Technical Assistance,05/09/2018,"1,350,000.00",Nation-wide,Public sector management
52051-003,Pakistan,Sovereign,Loan,15/11/2021,"5,000,000.00",North Waziristan,"Agriculture, natural resources and rural development | Energy"
52051-004,Pakistan,Sovereign,Technical Assistance,12/12/2019,"1,800,000.00",,"Agriculture, natural resources and rural development | Energy"
52059-001,Regional,Sovereign,Technical Assistance,19/11/2018,"5,000,000.00",Cambodia - Nation-wide; Indonesia - Nation-wide; Lao People's Democratic Republic - Nation-wide; Myanmar - Nation-wide; Philippines - Nation-wide; Thailand - Nation-wide; Timor-Leste - Nation-wide; Viet Nam - Nation-wide,"Agriculture, natural resources and rural development | Education | Energy | Health | Transport | Water and other urban infrastructure and services"
52060-001,Regional,Sovereign,Technical Assistance,19/12/2018,"450,000.00",Regional,Public sector management
52061-001,Regional,Sovereign,Technical Assistance,12/09/2018,"4,500,000.00",Bangladesh - Nation-wide; Bhutan - Nation-wide; India - Nation-wide; Maldives - Nation-wide; Nepal - Nation-wide; Sri Lanka - Nation-wide,Industry and trade | Public sector management
52064-001,Regional,Sovereign,Technical Assistance,27/07/2018,"8,100,000.00",Regional,Information and communication technology | Water and other urban infrastructure and services
52066-001,Regional,Sovereign,Technical Assistance,11/10/2018,"1,850,000.00",Afghanistan - Nation-wide; Armenia - Nation-wide; Azerbaijan - Nation-wide; Bangladesh - Nation-wide; Bhutan - Nation-wide; China - Nation-wide; Georgia - Nation-wide; India - Nation-wide; Kazakhstan - Nation-wide; Kyrgyz Republic - Nation-wide; Maldives - Nation-wide; Mongolia - Nation-wide; Nepal - Nation-wide; Pakistan - Nation-wide; Sri Lanka - Nation-wide; Tajikistan - Nation-wide; Turkmenistan - Nation-wide; Uzbekistan - Nation-wide,Finance
52069-001,Pakistan,Sovereign,Loan | Technical Assistance,12/12/2022,"100,000,000.00",Nation-wide,Education
52070-001,Regional,Sovereign,Technical Assistance,10/09/2018,"1,500,000.00",Bangladesh - Nation-wide; Bhutan - Nation-wide; India - Nation-wide; Maldives - Nation-wide; Myanmar - Nation-wide; Nepal - Nation-wide; Sri Lanka - Nation-wide,Energy | Transport
52073-002,Regional,Sovereign,Technical Assistance,10/07/2019,"3,000,000.00",Nauru - Nation-wide; Solomon Islands - Nation-wide; Vanuatu - Nation-wide,Public sector management
52077-001,Regional,Sovereign,Technical Assistance,25/10/2018,"5,000,000.00",Brunei Darussalam - Nation-wide; Cambodia - Nation-wide; Indonesia - Nation-wide; Lao People's Democratic Republic - Nation-wide; Malaysia - Nation-wide; Myanmar - Nation-wide; Philippines - Nation-wide; Singapore - Nation-wide; Thailand - Nation-wide; Viet Nam - Nation-wide,Energy | Finance | Transport
52078-001,Philippines,Sovereign,Loan,05/12/2019,"23,300,000.00",Nation-wide,Public sector management
52079-001,Regional,Sovereign,Technical Assistance,17/08/2018,0,"Afghanistan - Nation-wide, Qarghah; Azerbaijan - Nation-wide, Lake Boyukshor; Kyrgyz Republic - Nation-wide, Toktogul",Energy
52081-001,Regional,Sovereign,Technical Assistance,22/08/2018,"2,200,000.00","Brunei Darussalam - Nation-wide; Cambodia - Nation-wide; China - Guangxi, Yunnan; Indonesia - Nation-wide; Lao People's Democratic Republic - Nation-wide; Malaysia - Nation-wide; Myanmar - Nation-wide; Philippines - Nation-wide; Thailand - Nation-wide; Viet Nam - Nation-wide",Energy | Finance | Industry and trade | Information and communication technology | Public sector management | Transport | Water and other urban infrastructure and services
52083-001,Philippines,Sovereign,Loan,23/05/2019,"2,750,000,000.00","Angeles, Apalit, Clark Special Economic Zone, Mabalacat, Malolos, Minalin, San Fernando, Santo Tomas",Transport
52083-002,Philippines,Sovereign,Loan,30/05/2019,"1,300,000,000.00","Angeles, Apalit, Calumpit, Clark Special Economic Zone, Mabalacat, Malolos, Minalin, San Fernando, Santo Tomas",Transport
52083-006,Philippines,Sovereign,Technical Assistance,22/08/2018,"1,900,000.00","Angeles, Apalit, Calumpit, Clark Special Economic Zone, Mabalacat, Malolos, Minalin, San Fernando, Santo Tomas",Transport
52083-007,Philippines,Sovereign,Technical Assistance,18/12/2019,0,"Angeles City, Apalit, Clark Special Economic Zone, Mabalacat, Malolos, Minalin, San Fernando",Transport
52084-001,Regional,Sovereign,Technical Assistance,16/11/2018,"5,000,000.00","Cambodia - Nation-wide; Philippines - Nation-wide, Manila, Province of Bataan, Province of Cavite, Province of Laguna; Thailand - Nation-wide, Bangkok",Transport
52084-002,Regional,Sovereign,Technical Assistance,20/12/2019,"5,000,000.00","Indonesia - Nation-wide, Indonesia; Myanmar - Nation-wide, Myanmar; Philippines - Nation-wide, Philippines; Thailand - Nation-wide, Thailand; Timor-Leste - Nation-wide, Timor-Leste; Viet Nam - Nation-wide, Vietnam",Transport
52096-001,Regional,Sovereign,Technical Assistance,01/10/2018,"5,000,000.00",Cambodia - Nation-wide; Indonesia - Nation-wide; Myanmar - Nation-wide; Philippines - Nation-wide; Viet Nam - Nation-wide,Energy
52097-001,Nepal,Sovereign,Loan | Technical Assistance,03/10/2018,"180,750,000.00","Kamala River, Kanchanpur",Transport
52097-002,Nepal,Sovereign,Loan | Technical Assistance,29/10/2019,"195,500,000.00","Abu Khaireni, Pokhara",Transport
52097-003,Nepal,Sovereign,Loan | Technical Assistance,17/05/2023,"300,750,000.00",Laukahi,Transport
52102-001,Bangladesh,Sovereign,Technical Assistance,09/08/2018,"2,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Education | Energy | Public sector management | Transport | Water and other urban infrastructure and services"
52103-001,Mongolia,Sovereign,Grant,03/07/2020,0,Nation-wide,Education
52106-001,Tajikistan,Sovereign,Grant,28/09/2018,"40,000,000.00",Nation-wide,"Agriculture, natural resources and rural development"
52109-002,Regional,Sovereign,Technical Assistance,28/11/2022,"600,000.00",Regional,Multisector
52110-001,Uzbekistan,Sovereign,Loan,25/09/2019,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Finance"
52112-001,Regional,Sovereign,Technical Assistance,29/11/2018,"3,500,000.00",Regional,Energy
52121-001,Bangladesh,Sovereign,Technical Assistance,01/10/2018,"1,500,000.00",Nation-wide,Energy | Industry and trade | Public sector management | Transport | Water and other urban infrastructure and services
52122-001,Tajikistan,Sovereign,Grant,12/11/2018,"35,000,000.00",Nation-wide,Energy
52132-001,India,Sovereign,Technical Assistance,21/05/2019,0,"Nation-wide, India","Agriculture, natural resources and rural development | Education | Energy | Transport | Water and other urban infrastructure and services"
52137-001,Regional,Sovereign,Technical Assistance,14/11/2018,"1,500,000.00",Afghanistan - Nation-wide; Azerbaijan - Nation-wide; China - Nation-wide; Georgia - Nation-wide; Kazakhstan - Nation-wide; Kyrgyz Republic - Nation-wide; Mongolia - Nation-wide; Pakistan - Nation-wide; Tajikistan - Nation-wide; Turkmenistan - Nation-wide; Uzbekistan - Nation-wide,Transport
52140-001,India,Sovereign,Technical Assistance,06/12/2018,"5,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Education | Energy | Transport | Water and other urban infrastructure and services"
52145-001,Cambodia,Sovereign,Loan,22/09/2020,"29,350,000.00",Nation-wide,Public sector management
52145-002,Cambodia,Sovereign,Loan,25/07/2023,"40,000,000.00",Nation-wide,Public sector management
